carrera	semestre	codigo	nombre	creditos	requisitos	correquisitos	grupo	dia	inicio	fin
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	10	VIE	09:30	11:20
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	3	MAR	09:30	11:20
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	3	JUE	09:30	11:20
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	11	MIE	13:00	14:50
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	11	VIE	13:00	14:50
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	13	MIE	09:30	11:20
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	13	VIE	09:30	11:20
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	9	MIE	07:30	09:20
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	9	VIE	07:30	09:20
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	5	MAR	15:00	16:50
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	5	JUE	15:00	16:50
Computadores	2	MA1103	cálculo y álgebra lineal	4	MA1102	-	14	MIE	18:00	19:50
